x_n_train,n_holdout,prior_regime,method,mean_mse_betaX,median_mse_betaX,std_mse_betaX,mean_rmse_betaX,mean_r2_betaX,mean_rank_mse_betaX,mean_context_window_size,mean_context_windows,valid_count,relative_mse_improvement_pct,is_tabpfn_anchor
153,38,B,CatBoost,2.0958921678881843,2.195346015129899,1.018952840649782,1.415562803070145,0.8776598392269421,5.666666666666667,,,3,,False
153,38,B,DeepSetModel-MC,18.6724701829352,18.268412876789085,2.8113644405427425,4.313075745216381,-0.0802305167060041,11.0,200.0,5.0,3,,False
153,38,B,FixedRidgeLambda1,0.09395893987729291,0.0958750694044707,0.04480064360276451,0.3001424566728807,0.994649401715377,1.6666666666666667,,,3,,False
153,38,B,KNN,6.5446371139778305,6.555200958162326,0.7675581099416281,2.555300225608299,0.6191013526978617,10.0,,,3,,False
153,38,B,LightGBM,2.0536402390092996,2.311173195556945,0.4994443672443526,1.4253439524306195,0.8796764285665738,5.666666666666667,,,3,,False
153,38,B,LinearRegression,0.090123505411052,0.0858940813537878,0.04398207603909213,0.2939901667833064,0.9948633388773374,1.3333333333333333,,,3,,False
153,38,B,MLP,0.6976056739071739,0.7013221217091051,0.03437854258949971,0.8350580844099523,0.9595014719037475,4.0,,,3,,False
153,38,B,RandomForest,2.96328709597146,2.8232242926370423,1.063276585793356,1.7028623059276748,0.8247688115005003,7.333333333333333,,,3,,False
153,38,B,Ridge,0.09395893987729291,0.0958750694044707,0.04480064360276451,0.3001424566728807,0.994649401715377,1.6666666666666667,,,3,,False
153,38,B,SVR,4.265025113956097,3.5665793948947933,1.599480066076872,2.0425056637254855,0.7533511687020747,8.333333333333334,,,3,,False
153,38,B,XGBoost,3.036119702366197,3.2758188296973656,0.761740612287868,1.7326082741740902,0.8217729908281703,8.0,,,3,,False
153,38,C,AutoGluon,0.5625555271831381,0.5827912001014363,0.18714755180688056,0.7409011008126116,0.9392661620789212,3.0,,,6,,False
153,38,C,CatBoost,2.152515340461218,2.1746390133109896,0.398288453125527,1.4618190568061618,0.7711684964285891,5.666666666666667,,,6,,False
153,38,C,DeepSetModel-MC,9.715987034368938,9.436465244956462,1.3037820428216085,3.111223246917169,-0.032058863365916034,11.0,200.0,5.0,6,,False
153,38,C,FixedRidgeLambda1,0.2669807714498139,0.28189353415700247,0.11066911673673946,0.506925659705419,0.9704773565148178,1.0,,,6,,False
153,38,C,KNN,3.4938363719137278,3.449327716376236,0.6779059876905333,1.861956315891356,0.6240501764451796,9.0,,,6,,False
153,38,C,LightGBM,2.13783231535091,1.8733076958955244,1.091891191263794,1.4258996934491701,0.7712500236553117,5.5,,,6,,False
153,38,C,LinearRegression,0.27514721790961344,0.2896372559165352,0.11492247522052215,0.514596161014108,0.9696014754017147,2.0,,,6,,False
153,38,C,MLP,1.9685433378246593,1.932053280716806,0.47701749046907943,1.3945543747698224,0.7865120933720623,4.833333333333333,,,6,,False
153,38,C,RandomForest,3.1356047109359273,2.90636775674355,0.591785370198145,1.7645692043724734,0.6675539012413032,8.0,,,6,,False
153,38,C,Ridge,0.2669807714498139,0.28189353415700247,0.11066911673673946,0.506925659705419,0.9704773565148178,1.0,,,6,,False
153,38,C,SVR,2.584311370068232,2.3853278578816624,0.5836934886138174,1.5999482173028614,0.7201968112363112,6.833333333333333,,,6,,False
153,38,C,XGBoost,3.4816299854786563,3.33087535470294,0.49113108876115397,1.8621489739507593,0.6295211576912273,9.166666666666666,,,6,,False
153,38,E,AutoGluon,0.8591595124713826,0.6043134103602752,0.5386707988342662,0.8870105398711647,0.9383092071234547,3.3333333333333335,,,9,,False
153,38,E,CatBoost,3.558341591741249,2.4651774672489446,2.206949716974301,1.799297491323955,0.7682714029561235,5.222222222222222,,,9,,False
153,38,E,DeepSetModel-MC,14.8326117491206,10.918961274478963,7.052725748170817,3.7525241087413477,-0.0278701178657528,11.0,200.0,5.0,9,,False
153,38,E,FixedRidgeLambda1,0.10096481646011436,0.1100763576299804,0.02902360125007895,0.3146709193667686,0.991275733642246,1.6666666666666667,,,9,,False
153,38,E,KNN,5.745638522371346,5.12707839115779,3.4600363284405753,2.28778722745253,0.6271020327545455,8.444444444444445,,,9,,False
153,38,E,LightGBM,3.9247627179522135,3.728715404660438,1.6727216573192,1.9356640799876574,0.7195433848864182,6.666666666666667,,,9,,False
153,38,E,LinearRegression,0.09919855003503396,0.0984065704944246,0.03339519149658597,0.31084503596249224,0.9912685976057192,1.3333333333333333,,,9,,False
153,38,E,MLP,0.9002280291797532,0.8762269155611064,0.19230696060285,0.9442107165854501,0.9212976582176338,3.7777777777777777,,,9,,False
153,38,E,RandomForest,4.86496985632988,3.627547391745801,2.872094948657305,2.1133942727694848,0.6783781884734466,7.777777777777778,,,9,,False
153,38,E,Ridge,0.10096481646011436,0.1100763576299804,0.02902360125007895,0.3146709193667686,0.991275733642246,1.6666666666666667,,,9,,False
153,38,E,SVR,5.739869878962371,4.296518232719945,3.5316944227400535,2.285361886825568,0.6235987026249634,8.555555555555555,,,9,,False
153,38,E,XGBoost,4.901462592570504,4.312900472048435,2.097853317478381,2.164623606690153,0.6493080989028661,8.222222222222221,,,9,,False
153,38,F,AutoGluon,0.05507542329068593,0.0320148771116567,0.045095621673668616,0.2226251750303336,0.0,3.0,,,3,,False
153,38,F,CatBoost,0.14977030519543924,0.1503150540309318,0.025985959600737213,0.3860188362771235,0.0,7.0,,,3,,False
153,38,F,DeepSetModel-MC,0.0064874950848445,0.0051428066630833,0.003894158590913629,0.07822835115810349,0.0,1.0,200.0,5.0,3,,False
153,38,F,FixedRidgeLambda1,0.07362512325462646,0.075646841612257,0.017783021430733938,0.2699675138744613,0.0,2.6666666666666665,,,3,,False
153,38,F,KNN,0.1675601251423575,0.1695543780404749,0.01442392064879566,0.40908550140369515,0.0,7.333333333333333,,,3,,False
153,38,F,LightGBM,0.4199376185381806,0.4394978546076412,0.10417095745630632,0.6445194519338033,0.0,9.666666666666666,,,3,,False
153,38,F,LinearRegression,0.07474696717715677,0.0768642867059366,0.018158867623661375,0.2719992077175763,0.0,3.6666666666666665,,,3,,False
153,38,F,MLP,0.6453246011323803,0.5782266682617513,0.1443591055170024,0.8001295083099742,0.0,11.0,,,3,,False
153,38,F,RandomForest,0.09776268478552026,0.081960312144437,0.04145684737749057,0.3082482685982463,0.0,4.666666666666667,,,3,,False
153,38,F,Ridge,0.07362512325462646,0.075646841612257,0.017783021430733938,0.2699675138744613,0.0,2.6666666666666665,,,3,,False
153,38,F,SVR,0.1446660304582197,0.1574346926150677,0.025180211196936905,0.37933205969114225,0.0,6.666666666666667,,,3,,False
153,38,F,XGBoost,0.3321632977031613,0.3661296126654214,0.074678270741259,0.573715522908865,0.0,9.333333333333334,,,3,,False
153,38,G,AutoGluon,4.472886830635891,3.6609289829282226,3.3905274292198357,1.9892511827276345,0.5870237489800173,2.0,,,6,,False
153,38,G,CatBoost,9.834130549879566,7.997907881386493,6.038577695012029,3.0174620513671666,-0.4661268862858012,4.0,,,6,,False
153,38,G,DeepSetModel-MC,13.303787798772165,12.944949541653953,9.741652803683401,3.4064678322289894,-0.12156910721165443,5.0,200.0,5.0,6,,False
153,38,G,FixedRidgeLambda1,13.518683634352692,12.183316197419122,9.499712947610664,3.46236259955405,-0.6595941010579022,4.666666666666667,,,6,,False
153,38,G,KNN,23.64980180908067,25.477571375374367,13.600250629663195,4.652287952477333,-2.5270426224185796,7.333333333333333,,,6,,False
153,38,G,LightGBM,37.1363532199103,31.679778238836555,26.866109012632084,5.764276428840701,-3.769977422764173,8.666666666666666,,,6,,False
153,38,G,LinearRegression,13.720808570243284,12.431643644055983,9.57130243836062,3.4914150728001516,-0.689484951944851,5.833333333333333,,,6,,False
153,38,G,MLP,113.41883467214628,89.52650843035201,94.70637988925239,9.94674674691074,-18.59444898844318,10.5,,,6,,False
153,38,G,RandomForest,16.332718448544366,11.817498686759652,11.195201400734367,3.8474546223719623,-1.3140117958040347,7.166666666666667,,,6,,False
153,38,G,Ridge,13.518683634352692,12.183316197419122,9.499712947610664,3.46236259955405,-0.6595941010579022,4.666666666666667,,,6,,False
153,38,G,SVR,5.0254526168800515,3.6075542577713584,4.536865915754572,2.020571316259876,0.6308872258165954,2.1666666666666665,,,6,,False
153,38,G,XGBoost,157.19382379920415,56.78463517106067,253.52202984715342,9.646977328945283,-9.864644845166463,8.666666666666666,,,6,,False
153,38,H,AutoGluon,0.5254253977370097,0.29997821250324713,0.5398929449783241,0.6515464805419868,0.9617843741302817,3.1666666666666665,,,6,,False
153,38,H,CatBoost,1.7156555490109697,1.1049239026225333,1.360783752566286,1.2359641919287156,0.8638350272631338,5.666666666666667,,,6,,False
153,38,H,DeepSetModel-MC,13.968106065474212,11.768885419150557,9.56982941531415,3.5388860317164177,-0.025002759608247868,11.0,200.0,5.0,6,,False
153,38,H,FixedRidgeLambda1,0.09604233245653528,0.08925465987305894,0.06438768163110041,0.29223610648192094,0.9928251113592387,1.8333333333333333,,,6,,False
153,38,H,KNN,3.9901447879578797,2.547608383026257,3.467153298492782,1.8310044587838803,0.7371102030383937,9.333333333333334,,,6,,False
153,38,H,LightGBM,1.5887480139401202,0.9048114927569988,1.4123741277628892,1.1733771957760268,0.874845682327038,5.0,,,6,,False
153,38,H,LinearRegression,0.09399630050065222,0.0889103114405724,0.06308790126168658,0.2886528945437032,0.9930106635505656,1.1666666666666667,,,6,,False
153,38,H,MLP,1.1430791188472853,0.9755707820626269,0.43896546559673155,1.0559014444904926,0.8835824727625865,5.333333333333333,,,6,,False
153,38,H,RandomForest,2.111009638392558,1.5312419145758114,1.4006150571736138,1.3914098121896428,0.8306314472132664,7.5,,,6,,False
153,38,H,Ridge,0.09604233245653528,0.08925465987305894,0.06438768163110041,0.29223610648192094,0.9928251113592387,1.8333333333333333,,,6,,False
153,38,H,SVR,4.051435994402891,2.2963321196488264,4.128480064240125,1.7825949479904086,0.7581780075511516,7.5,,,6,,False
153,38,H,XGBoost,2.4843354593480536,1.9154289315288104,1.766239680036647,1.5023735174982462,0.8041382918240491,8.5,,,6,,False
154,38,A,AutoGluon,0.22165455127681377,0.2257741854789372,0.07342752527582726,0.4662746038855077,0.9707963837217554,3.0,,,3,,False
154,38,A,CatBoost,1.0339153566803587,1.049566629061664,0.20485385917926446,1.0134095100298148,0.8623968703379371,4.666666666666667,,,3,,False
154,38,A,DeepSetModel-MC,7.524443020043056,8.062449523759907,1.1336721931223581,2.7376262614064957,-0.005230806188174707,11.0,200.0,5.0,3,,False
154,38,A,FixedRidgeLambda1,0.08774958155443258,0.0935663437207188,0.018674022407699897,0.29503942923176546,0.9883395437733826,1.3333333333333333,,,3,,False
154,38,A,KNN,2.3993919433763407,2.1623257689030275,0.801295853558169,1.5351240665804964,0.6832195530327797,10.0,,,3,,False
154,38,A,LightGBM,1.3269673780800046,1.1148672800001531,0.4177754059857421,1.1430239220398823,0.8236885354739861,6.666666666666667,,,3,,False
154,38,A,LinearRegression,0.08857561077375103,0.0897226082683873,0.019462964693404586,0.2963885200525611,0.9882103028434237,1.6666666666666667,,,3,,False
154,38,A,MLP,0.7048725910851741,0.6709844731771591,0.12557911898722843,0.8373997867571346,0.9026126517741268,4.333333333333333,,,3,,False
154,38,A,RandomForest,1.4335484857562755,1.2852176083040951,0.5551235354382478,1.1827911790979726,0.811720754152281,7.0,,,3,,False
154,38,A,Ridge,0.08774958155443258,0.0935663437207188,0.018674022407699897,0.29503942923176546,0.9883395437733826,1.3333333333333333,,,3,,False
154,38,A,SVR,1.6728045222406376,1.6594965713251677,0.07191498173480813,1.293171279435692,0.7736097305129817,7.666666666666667,,,3,,False
154,38,A,XGBoost,2.1177770144474906,1.809237694903464,0.8237582160278971,1.4378932478787583,0.7211496266692801,8.666666666666666,,,3,,False
154,38,B,AutoGluon,0.45046711718840804,0.40075182454687186,0.22338087667823214,0.6572676523878056,0.960219929422677,3.3333333333333335,,,6,,False
154,38,B,CatBoost,1.2884813733914282,1.1117081250935354,0.8220726257800128,1.0923509620805527,0.9024520774650785,6.333333333333333,,,6,,False
154,38,B,DeepSetModel-MC,13.423310263402021,13.4050886144432,7.413304657284857,3.5372584324511696,-0.008360810066487466,11.0,200.0,5.0,6,,False
154,38,B,FixedRidgeLambda1,0.13075740926435317,0.12642234063469748,0.027985989236117507,0.359897124664905,0.9870001730151966,1.1666666666666667,,,6,,False
154,38,B,KNN,5.578811605091164,5.467441148870777,3.3648316757696177,2.2631524725079823,0.5885867975151039,10.0,,,6,,False
154,38,B,LightGBM,1.5640269028562017,1.191261572558853,1.148409845994887,1.1931804985842027,0.8814110084166904,7.166666666666667,,,6,,False
154,38,B,LinearRegression,0.13697445273512468,0.13307715416389346,0.029928663714280976,0.36833732205043884,0.9864532111314054,1.8333333333333333,,,6,,False
154,38,B,MLP,0.6983322080619151,0.7455021807004252,0.187994569815326,0.8284006283199358,0.9350451173488988,4.5,,,6,,False
154,38,B,RandomForest,0.8691881865629884,0.7297352378459006,0.4755160683890278,0.9077020496269664,0.9297407848512984,4.833333333333333,,,6,,False
154,38,B,Ridge,0.13075740926435317,0.12642234063469748,0.027985989236117507,0.359897124664905,0.9870001730151966,1.1666666666666667,,,6,,False
154,38,B,SVR,4.079302522287036,4.116488143621397,2.7440326922283305,1.9075221857019968,0.7158407363997911,9.0,,,6,,False
154,38,B,XGBoost,1.2958168391374736,1.0845421248608695,0.5646160892022483,1.119915305335252,0.8848020924008256,6.833333333333333,,,6,,False
154,38,C,AutoGluon,0.4043160792711549,0.3386033448849865,0.21555900445232654,0.6214636033565093,0.8538167324548485,3.1666666666666665,,,6,,False
154,38,C,CatBoost,1.154337030291036,1.1113496409551624,0.4207647272083038,1.0586635014397585,0.6171199419127583,5.666666666666667,,,6,,False
154,38,C,DeepSetModel-MC,3.84073305538706,3.2157369920941727,2.565733703365715,1.866421569696848,-0.029819965423910248,10.833333333333334,200.0,5.0,6,,False
154,38,C,FixedRidgeLambda1,0.2075949844414291,0.19199958338132875,0.06693547945396644,0.45098259329874724,0.9270329455224274,1.1666666666666667,,,6,,False
154,38,C,KNN,1.5121296136339926,1.4223581723639638,0.9839563014345799,1.1673957447948717,0.5867489199509518,6.833333333333333,,,6,,False
154,38,C,LightGBM,1.6695895457430858,1.6723405173093449,0.7940840363913403,1.2597914494706859,0.4935849656816044,8.0,,,6,,False
154,38,C,LinearRegression,0.20946362538697746,0.194840679669391,0.06754951282193808,0.4529568117540073,0.926639488768283,1.8333333333333333,,,6,,False
154,38,C,MLP,1.9760820849467953,2.0859768897201776,0.6944351729004673,1.385760692082723,0.3001236852423411,8.666666666666666,,,6,,False
154,38,C,RandomForest,1.2600794449600061,1.2035839009253173,0.8935413113259895,1.054575228989602,0.678615880427865,5.833333333333333,,,6,,False
154,38,C,Ridge,0.2075949844414291,0.19199958338132875,0.06693547945396644,0.45098259329874724,0.9270329455224274,1.1666666666666667,,,6,,False
154,38,C,SVR,0.874362413366483,0.6927768065431523,0.6571498786810313,0.879495904664156,0.7754115995937395,4.5,,,6,,False
154,38,C,XGBoost,2.0803879067217435,2.224671774240095,1.0634772292961863,1.396735749257002,0.3840407667457341,9.5,,,6,,False
154,38,F,AutoGluon,0.08627994242602723,0.0910501930055918,0.029012306609908247,0.2907406280372501,0.0,4.333333333333333,,,3,,False
154,38,F,CatBoost,0.16572179117267077,0.1361548952498015,0.07463116330380327,0.4006229666185805,0.0,7.0,,,3,,False
154,38,F,DeepSetModel-MC,0.014133060849409301,0.014430137750665,0.007116524564449218,0.11609097860651217,0.0,1.0,200.0,5.0,3,,False
154,38,F,FixedRidgeLambda1,0.0628932877908045,0.0477320412931686,0.04426317574478834,0.24072968718064405,0.0,2.3333333333333335,,,3,,False
154,38,F,KNN,0.19918152752517568,0.215617453140525,0.05609558433277368,0.44309378830148044,0.0,7.666666666666667,,,3,,False
154,38,F,LightGBM,0.4053444142888449,0.3458333907958749,0.11774335725911085,0.6324564059972936,0.0,10.0,,,3,,False
154,38,F,LinearRegression,0.06366181812976424,0.0482428762159852,0.04492305173393761,0.24214279092519297,0.0,3.3333333333333335,,,3,,False
154,38,F,MLP,0.7650572113810753,0.5656674244159897,0.4769238467838177,0.848193532480476,0.0,11.0,,,3,,False
154,38,F,RandomForest,0.12697376330480428,0.0926988603690504,0.0635641765140388,0.34950668091799025,0.0,4.666666666666667,,,3,,False
154,38,F,Ridge,0.0628932877908045,0.0477320412931686,0.04426317574478834,0.24072968718064405,0.0,2.3333333333333335,,,3,,False
154,38,F,SVR,0.14544661669930256,0.1342673343252244,0.053704260478034324,0.3771073682728438,0.0,5.666666666666667,,,3,,False
154,38,F,XGBoost,0.3518568120481859,0.3446306683843631,0.09864192847852041,0.589253744594242,0.0,9.0,,,3,,False
154,39,E,AutoGluon,0.43570012647383355,0.38469739518194257,0.2705253709116886,0.6334316585650218,0.9437746359694014,3.3333333333333335,,,6,,False
154,39,E,CatBoost,3.1340395816887323,3.0897025141122345,2.6948873778834983,1.592731316851192,0.7788999673476851,5.166666666666667,,,6,,False
154,39,E,DeepSetModel-MC,13.195936385300369,13.320504478811005,10.660430312921877,3.323202938234681,-0.006207188276886,11.0,200.0,5.0,6,,False
154,39,E,FixedRidgeLambda1,0.06393407605439778,0.0678867962766985,0.0350008903620217,0.24384455646788794,0.9895486096231005,2.0,,,6,,False
154,39,E,KNN,4.639175855319429,4.370349693220611,3.9926200902143294,1.9404987741010065,0.6698581315545891,8.166666666666666,,,6,,False
154,39,E,LightGBM,3.8996838938435183,3.6223065471526437,3.2031274276794846,1.8011295586732354,0.7046904118442324,7.0,,,6,,False
154,39,E,LinearRegression,0.060020435237036464,0.06365664714486555,0.03447037567618541,0.23513658836303916,0.9898316152658101,1.0,,,6,,False
154,39,E,MLP,0.7040880737115427,0.7594110402563239,0.16803225811417485,0.8337600847077901,0.8943771326196428,4.166666666666667,,,6,,False
154,39,E,RandomForest,4.811914222799365,4.391751894455817,4.298513056818773,1.95520272087945,0.6699733242735303,8.0,,,6,,False
154,39,E,Ridge,0.06393407605439778,0.0678867962766985,0.0350008903620217,0.24384455646788794,0.9895486096231005,2.0,,,6,,False
154,39,E,SVR,4.439290330546,4.410197279841187,4.098843830337554,1.8408437727898457,0.7216247046849733,7.0,,,6,,False
154,39,E,XGBoost,5.027803923547709,4.5290534075870665,4.1876289839575165,2.045037843091021,0.6165923768557965,9.166666666666666,,,6,,False
154,39,G,AutoGluon,22.677646690288352,8.743637736317888,27.710158994511527,3.9179364163706154,-1.4504260298511369,3.5,,,6,,False
154,39,G,CatBoost,194.450156613983,9.581826243762713,453.1621345211987,8.053435524431155,-15.820261122796694,5.166666666666667,,,6,,False
154,39,G,DeepSetModel-MC,34.62249652573454,31.104816244779133,33.55002074385382,5.055860683672884,-2.53582971345019,5.0,200.0,5.0,6,,False
154,39,G,FixedRidgeLambda1,416.7446587474237,333.93876311284254,463.5630915575095,15.198836091431708,-37.52976331628681,5.333333333333333,,,6,,False
154,39,G,KNN,15.706834254448987,14.156881236032133,8.66160561159613,3.8142807630705335,-1.1102141618430703,4.666666666666667,,,6,,False
154,39,G,LightGBM,426.374519973972,156.8406561661308,546.7939672029532,16.062500015307005,-41.5013012299959,8.666666666666666,,,6,,False
154,39,G,LinearRegression,423.17044786770674,338.93189351837117,470.77607528215896,15.314313181402872,-38.121259026177405,6.333333333333333,,,6,,False
154,39,G,MLP,1432.7262043621413,1084.9492610325012,1705.2858484428762,29.05193127015603,-133.59512020867734,10.0,,,6,,False
154,39,G,RandomForest,2053.808717656998,18.754443809242034,4991.466063845973,21.705887792828687,-167.89996368972368,7.166666666666667,,,6,,False
154,39,G,Ridge,416.7446587474237,333.93876311284254,463.5630915575095,15.198836091431708,-37.52976331628681,5.333333333333333,,,6,,False
154,39,G,SVR,2.139950261320642,2.0331521274871696,0.9471225997982345,1.4336437775144573,0.6966697356915991,1.1666666666666667,,,6,,False
154,39,G,XGBoost,6092.064926893519,60.584871652002306,14781.15726505335,37.86942597308405,-502.2147808907389,9.0,,,6,,False
154,39,H,AutoGluon,0.5737038620824555,0.659194379167444,0.21394783717598148,0.7436961575687807,0.957028433328634,3.1666666666666665,,,6,,False
154,39,H,CatBoost,3.047905855600968,3.090373348854917,0.7948811767373658,1.7331328356374194,0.7765862750150693,6.166666666666667,,,6,,False
154,39,H,DeepSetModel-MC,14.369801048233612,12.671682316194303,5.242427261556777,3.739120440922688,-0.018962081755726435,11.0,200.0,5.0,6,,False
154,39,H,FixedRidgeLambda1,0.10539684375437841,0.0992527032947897,0.02432025531584236,0.32290693898887546,0.991892314928425,2.0,,,6,,False
154,39,H,KNN,4.8302243110654945,4.535110136347259,1.5239877672688387,2.176071339227887,0.649076622291407,9.166666666666666,,,6,,False
154,39,H,LightGBM,2.627205592304834,2.2762578939588094,0.8565877219104857,1.6048093753289807,0.8084621341336797,5.333333333333333,,,6,,False
154,39,H,LinearRegression,0.09784806958292819,0.09302023155495226,0.02148977437758571,0.3112479034341848,0.99249701168318,1.0,,,6,,False
154,39,H,MLP,0.7858958964634444,0.7710394302302936,0.20481473898324817,0.8804199908343877,0.9371008880112037,3.8333333333333335,,,6,,False
154,39,H,RandomForest,4.129967708635234,3.9700592873064,1.1525529065820357,2.0151496189988722,0.699563459481192,7.833333333333333,,,6,,False
154,39,H,Ridge,0.10539684375437841,0.0992527032947897,0.02432025531584236,0.32290693898887546,0.991892314928425,2.0,,,6,,False
154,39,H,SVR,4.115604006015581,3.9524480512406996,1.8347478437549123,1.9844686205428335,0.7146320771505493,7.166666666666667,,,6,,False
154,39,H,XGBoost,4.887803589404151,5.119463955392652,1.6235270301963076,2.1826637769711277,0.6481743004145932,9.333333333333334,,,6,,False
155,38,B,AutoGluon,0.4512979108854213,0.23440410937740944,0.5184740794764372,0.5715525248087426,-0.7210280710029178,3.3333333333333335,,,6,,False
155,38,B,CatBoost,4.31138562345808,3.4332031392936457,4.664984910446777,1.6426191448155707,-2.636364465753136,6.333333333333333,,,6,,False
155,38,B,DeepSetModel-MC,28.966591222980767,27.126745855840316,31.76352563474305,3.89235292824052,-0.27459883963891135,6.0,200.0,5.0,6,,False
155,38,B,FixedRidgeLambda1,0.0905770976563078,0.0741672237164899,0.04821522384327326,0.29306940252252384,-0.4435330431200106,2.5,,,6,,False
155,38,B,KNN,13.643463067913407,11.671907715762224,14.844049327721786,2.843231128800816,-5.296075592330255,9.0,,,6,,False
155,38,B,LightGBM,4.150677746167028,3.9532252848879277,4.229753561953333,1.6865636960240582,-6.357531982172817,7.5,,,6,,False
155,38,B,LinearRegression,0.08737553245556685,0.07327013711509495,0.04209844770424068,0.2890822859681997,-0.4649765618984765,2.5,,,6,,False
155,38,B,MLP,0.7994804045918221,0.8278071283421036,0.23558186799074282,0.8855678640561511,-15.255186357890501,7.333333333333333,,,6,,False
155,38,B,RandomForest,6.577577024729995,5.891474999060945,7.172015563540324,1.948228330562382,-1.1489149999469357,5.666666666666667,,,6,,False
155,38,B,Ridge,0.0905770976563078,0.0741672237164899,0.04821522384327326,0.29306940252252384,-0.4435330431200106,2.5,,,6,,False
155,38,B,SVR,13.96444185278203,12.564374714489391,15.238377328329198,2.8152024219140444,-2.470900519924178,7.833333333333333,,,6,,False
155,38,B,XGBoost,6.2693778446285435,5.743048898987469,6.620135974535598,2.0014052964284774,-5.242683960867047,8.0,,,6,,False
155,39,E,AutoGluon,0.5052805960102251,0.570171551048214,0.13480551432454543,0.7061870887534484,0.9281722066135508,3.0,,,3,,False
155,39,E,CatBoost,2.0341825860687917,1.884646833353898,0.3527429678259913,1.422804804839978,0.710140776738967,5.333333333333333,,,3,,False
155,39,E,DeepSetModel-MC,7.007232048307412,6.665997720905902,0.8570927083807116,2.6439043562924947,-0.001633955372970933,11.0,200.0,5.0,3,,False
155,39,E,FixedRidgeLambda1,0.057463938577215205,0.060996369256341,0.010844942414490084,0.2389666636103294,0.9915899357436198,1.6666666666666667,,,3,,False
155,39,E,KNN,3.187477020369547,2.9334196249720152,0.455258864732757,1.7824228417872965,0.5449746169819529,9.0,,,3,,False
155,39,E,LightGBM,2.7970476379413367,2.6083244389150377,0.5179899122401608,1.6678206665425925,0.6021129266755968,7.333333333333333,,,3,,False
155,39,E,LinearRegression,0.054792268202951556,0.0558346872576683,0.013876259957600412,0.23278181382322435,0.9919472062194136,1.3333333333333333,,,3,,False
155,39,E,MLP,1.0624689335071487,1.019242794746526,0.3708730021413395,1.0202143350152966,0.847094840329108,4.0,,,3,,False
155,39,E,RandomForest,2.2708606648663503,2.313190356856307,0.3889957996203721,1.503166284886609,0.6762468783912526,5.666666666666667,,,3,,False
155,39,E,Ridge,0.057463938577215205,0.060996369256341,0.010844942414490084,0.2389666636103294,0.9915899357436198,1.6666666666666667,,,3,,False
155,39,E,SVR,3.28005957546941,3.2249373518182987,0.6493487671467616,1.8051807217750826,0.533637699496381,9.0,,,3,,False
155,39,E,XGBoost,3.161612827919445,2.9765926125766304,0.5981082164102339,1.7729450960734257,0.5433464460533122,8.666666666666666,,,3,,False
155,39,F,AutoGluon,0.1133802023677552,0.1104960185135991,0.06591274530935447,0.3240201599171066,-1.0652366831900755,3.6666666666666665,,,6,,False
155,39,F,CatBoost,0.1843367250769493,0.1846322267167817,0.032895935801440256,0.4279266052252304,-2.532630196648867,6.0,,,6,,False
155,39,F,DeepSetModel-MC,0.9007749015003212,0.8584026380840737,0.9533574453003719,0.7549031097629445,-0.16508124207939315,6.0,200.0,5.0,6,,False
155,39,F,FixedRidgeLambda1,0.06068794368805427,0.0623023101288213,0.01517778813818029,0.24447296611967598,-0.40141051511968967,2.0,,,6,,False
155,39,F,KNN,0.5617556768786109,0.5513555249467434,0.39781954140377335,0.7048789939813725,-3.6927130668080026,8.666666666666666,,,6,,False
155,39,F,LightGBM,0.3444987673336621,0.31378066157198065,0.10520469881252024,0.5818466646087567,-5.061508316578925,8.333333333333334,,,6,,False
155,39,F,LinearRegression,0.06133838478057985,0.0631099425879509,0.015831331698891386,0.2456222899921583,-0.41905493099874747,2.6666666666666665,,,6,,False
155,39,F,MLP,0.5838434736900415,0.6096869884917349,0.18582048709302226,0.7548985211324285,-13.032129751197376,9.333333333333334,,,6,,False
155,39,F,RandomForest,0.11362923782351576,0.11494625022209434,0.028436498575061652,0.33470810604532214,-0.8612859676313965,4.166666666666667,,,6,,False
155,39,F,Ridge,0.06068794368805427,0.0623023101288213,0.01517778813818029,0.24447296611967598,-0.40141051511968967,2.0,,,6,,False
155,39,F,SVR,0.2519309046070688,0.2507166089466091,0.11117909206171718,0.49097512428547346,-2.331341824971638,6.666666666666667,,,6,,False
155,39,F,XGBoost,0.3719825488957135,0.3763940805158732,0.11177934683279726,0.603213873732366,-4.957743869072092,8.5,,,6,,False
155,39,G,AutoGluon,6.37431158627069,3.5511768733260514,5.989143158881071,2.288961171562372,-1.3384464607543871,2.5,,,12,,False
155,39,G,CatBoost,20.71718826344834,12.652492149061977,22.882781079587577,3.9580163208197843,-7.464508115828804,5.083333333333333,,,12,,False
155,39,G,DeepSetModel-MC,6.977487076991302,5.797490267199008,3.8386769940739947,2.5530752022637557,-0.48742702678338296,4.0,200.0,5.0,12,,False
155,39,G,FixedRidgeLambda1,16.223971120200833,11.268460692439671,14.306365523884784,3.6403005305357876,-2.704915587261377,5.0,,,12,,False
155,39,G,KNN,30.892514850408677,17.100885154118085,37.0853914125983,4.908972354855916,-12.028374905741908,6.75,,,12,,False
155,39,G,LightGBM,76.3273525791243,40.917719539258,94.60845367260339,7.62060704640293,-26.540041230787462,9.0,,,12,,False
155,39,G,LinearRegression,16.43907272979152,11.434968590197876,14.496332536008373,3.6647250371835582,-2.75135510514836,6.083333333333333,,,12,,False
