suite_family,condition_name,condition_value,prior_regime,method,mean_rank_mse_betaX,median_rank_mse_betaX,win_rate_mse,top3_rate_mse,valid_count
ood_primary,n_train,159,G,KNN,8.333333333333334,8.5,0.0,0.0,6
ood_primary,n_train,160,E,KNN,8.666666666666666,9.0,0.0,0.0,3
ood_primary,n_train,160,G,KNN,5.666666666666667,7.0,0.0,0.3333333333333333,3
ood_primary,n_train,161,G,KNN,6.0,6.0,0.0,0.0,3
ood_primary,n_train,161,H,KNN,9.083333333333334,9.5,0.0,0.0,12
ood_primary,n_train,162,E,KNN,9.333333333333334,10.0,0.0,0.0,3
ood_primary,n_train,162,F,KNN,6.222222222222222,6.0,0.0,0.0,9
ood_primary,n_train,162,G,KNN,6.4,7.0,0.0,0.13333333333333333,15
ood_primary,n_train,162,H,KNN,8.666666666666666,9.0,0.0,0.0,9
ood_primary,n_train,163,E,KNN,8.666666666666666,9.0,0.0,0.0,9
ood_primary,n_train,163,F,KNN,7.444444444444445,7.0,0.0,0.0,9
ood_primary,n_train,163,G,KNN,5.555555555555555,7.0,0.0,0.3333333333333333,9
ood_primary,n_train,163,H,KNN,9.0,9.0,0.0,0.0,6
ood_primary,n_train,164,E,KNN,8.777777777777779,9.0,0.0,0.0,9
ood_primary,n_train,164,F,KNN,10.0,10.0,0.0,0.0,3
ood_primary,n_train,164,H,KNN,9.666666666666666,10.0,0.0,0.0,6
ood_primary,n_train,165,G,KNN,7.0,7.5,0.0,0.0,6
ood_primary,n_train,165,H,KNN,8.0,8.0,0.0,0.0,3
ood_primary,n_train,166,E,KNN,8.0,8.0,0.0,0.0,15
ood_primary,n_train,166,F,KNN,6.166666666666667,6.0,0.0,0.0,6
ood_primary,n_train,166,G,KNN,7.333333333333333,8.0,0.0,0.0,3
ood_primary,n_train,166,H,KNN,9.222222222222221,9.0,0.0,0.0,9
ood_primary,n_train,167,E,KNN,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,167,G,KNN,7.666666666666667,9.0,0.0,0.0,3
ood_primary,n_train,167,H,KNN,10.0,10.0,0.0,0.0,3
ood_primary,n_train,168,F,KNN,7.0,7.0,0.0,0.0,3
ood_primary,n_train,168,G,KNN,6.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,169,E,KNN,10.0,10.0,0.0,0.0,3
ood_primary,n_train,169,F,KNN,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,169,G,KNN,6.333333333333333,5.0,0.0,0.0,3
ood_primary,n_train,169,H,KNN,8.222222222222221,9.0,0.0,0.0,9
ood_primary,n_train,170,E,KNN,10.0,10.0,0.0,0.0,3
ood_primary,n_train,170,G,KNN,7.166666666666667,7.5,0.0,0.0,6
ood_primary,n_train,170,H,KNN,9.0,9.0,0.0,0.0,3
ood_primary,n_train,171,F,KNN,7.222222222222222,7.0,0.0,0.0,9
ood_primary,n_train,172,F,KNN,10.0,10.0,0.0,0.0,3
ood_primary,n_train,172,H,KNN,9.0,9.0,0.0,0.0,6
ood_primary,n_train,174,E,KNN,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,174,F,KNN,6.833333333333333,7.0,0.0,0.0,6
ood_primary,n_train,174,G,KNN,9.0,9.0,0.0,0.0,3
ood_primary,n_train,174,H,KNN,9.333333333333334,9.0,0.0,0.0,3
ood_primary,n_train,175,G,KNN,6.0,8.0,0.0,0.3333333333333333,3
ood_primary,n_train,176,H,KNN,6.0,6.0,0.0,0.0,3
ood_primary,n_train,177,F,KNN,5.333333333333333,7.0,0.0,0.3333333333333333,3
ood_primary,n_train,178,E,KNN,6.666666666666667,6.0,0.0,0.0,3
ood_primary,n_train,178,F,KNN,6.833333333333333,7.0,0.0,0.0,6
ood_primary,n_train,179,G,KNN,6.333333333333333,8.0,0.0,0.3333333333333333,3
ood_primary,n_train,179,H,KNN,9.666666666666666,10.0,0.0,0.0,6
ood_primary,n_train,180,E,KNN,9.0,9.0,0.0,0.0,3
ood_primary,n_train,181,E,KNN,10.0,10.0,0.0,0.0,3
ood_primary,n_train,182,F,KNN,8.333333333333334,8.0,0.0,0.0,3
ood_primary,n_train,182,G,KNN,6.666666666666667,8.0,0.0,0.3333333333333333,3
ood_primary,n_train,182,H,KNN,7.0,7.0,0.0,0.0,3
ood_primary,n_train,185,G,KNN,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,186,E,KNN,8.666666666666666,9.0,0.0,0.0,3
ood_primary,n_train,189,G,KNN,6.333333333333333,6.0,0.0,0.0,3
ood_primary,noise_features,0,E,LightGBM,7.46,7.0,0.0,0.0,150
ood_primary,noise_features,0,F,LightGBM,8.073333333333334,8.0,0.0,0.0,150
ood_primary,noise_features,0,G,LightGBM,7.7,8.0,0.0,0.013333333333333334,150
ood_primary,noise_features,0,H,LightGBM,6.3133333333333335,6.0,0.0,0.0,150
ood_primary,n_train,131,G,LightGBM,7.833333333333333,8.0,0.0,0.0,6
ood_primary,n_train,134,E,LightGBM,9.333333333333334,9.0,0.0,0.0,3
ood_primary,n_train,134,F,LightGBM,8.333333333333334,9.0,0.0,0.0,3
ood_primary,n_train,137,F,LightGBM,6.666666666666667,7.0,0.0,0.0,3
ood_primary,n_train,137,H,LightGBM,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,138,E,LightGBM,8.5,8.5,0.0,0.0,6
ood_primary,n_train,139,H,LightGBM,6.666666666666667,6.0,0.0,0.0,3
ood_primary,n_train,140,G,LightGBM,7.0,7.0,0.0,0.0,3
ood_primary,n_train,142,F,LightGBM,8.333333333333334,8.0,0.0,0.0,3
ood_primary,n_train,142,G,LightGBM,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,142,H,LightGBM,5.666666666666667,5.5,0.0,0.0,6
ood_primary,n_train,143,E,LightGBM,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,143,G,LightGBM,7.666666666666667,8.0,0.0,0.0,3
ood_primary,n_train,144,G,LightGBM,8.666666666666666,9.0,0.0,0.0,3
ood_primary,n_train,145,F,LightGBM,7.666666666666667,8.0,0.0,0.0,3
ood_primary,n_train,145,G,LightGBM,7.666666666666667,8.0,0.0,0.0,3
ood_primary,n_train,145,H,LightGBM,7.333333333333333,8.0,0.0,0.0,3
ood_primary,n_train,146,E,LightGBM,8.666666666666666,9.0,0.0,0.0,6
ood_primary,n_train,146,F,LightGBM,8.333333333333334,8.0,0.0,0.0,3
ood_primary,n_train,146,H,LightGBM,6.333333333333333,6.0,0.0,0.0,3
ood_primary,n_train,147,E,LightGBM,8.333333333333334,8.5,0.0,0.0,6
ood_primary,n_train,147,F,LightGBM,7.333333333333333,8.0,0.0,0.0,3
ood_primary,n_train,147,G,LightGBM,6.0,5.0,0.0,0.0,3
ood_primary,n_train,148,E,LightGBM,9.333333333333334,10.0,0.0,0.0,3
ood_primary,n_train,148,G,LightGBM,8.666666666666666,9.0,0.0,0.0,3
ood_primary,n_train,148,H,LightGBM,6.666666666666667,6.5,0.0,0.0,6
ood_primary,n_train,149,E,LightGBM,6.333333333333333,6.0,0.0,0.0,3
ood_primary,n_train,149,F,LightGBM,8.333333333333334,8.0,0.0,0.0,3
ood_primary,n_train,149,G,LightGBM,7.666666666666667,7.0,0.0,0.0,3
ood_primary,n_train,150,E,LightGBM,7.5,8.0,0.0,0.0,12
ood_primary,n_train,150,F,LightGBM,8.2,9.0,0.0,0.0,15
ood_primary,n_train,151,F,LightGBM,8.666666666666666,9.0,0.0,0.0,9
ood_primary,n_train,151,H,LightGBM,5.833333333333333,5.5,0.0,0.0,6
ood_primary,n_train,152,G,LightGBM,7.0,8.0,0.0,0.0,3
ood_primary,n_train,152,H,LightGBM,5.666666666666667,6.0,0.0,0.0,6
ood_primary,n_train,153,E,LightGBM,6.666666666666667,7.0,0.0,0.0,9
ood_primary,n_train,153,F,LightGBM,8.666666666666666,9.0,0.0,0.0,3
ood_primary,n_train,153,G,LightGBM,7.666666666666667,8.0,0.0,0.0,6
ood_primary,n_train,153,H,LightGBM,5.0,5.0,0.0,0.0,6
ood_primary,n_train,154,E,LightGBM,7.0,6.5,0.0,0.0,6
ood_primary,n_train,154,F,LightGBM,9.0,9.0,0.0,0.0,3
ood_primary,n_train,154,G,LightGBM,7.333333333333333,8.0,0.0,0.16666666666666666,6
ood_primary,n_train,154,H,LightGBM,5.333333333333333,5.0,0.0,0.0,6
ood_primary,n_train,155,E,LightGBM,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,155,F,LightGBM,7.833333333333333,8.0,0.0,0.0,6
ood_primary,n_train,155,G,LightGBM,7.75,8.0,0.0,0.0,12
ood_primary,n_train,155,H,LightGBM,6.5,7.0,0.0,0.0,6
ood_primary,n_train,156,E,LightGBM,6.666666666666667,6.0,0.0,0.0,6
ood_primary,n_train,156,F,LightGBM,9.166666666666666,9.0,0.0,0.0,6
ood_primary,n_train,156,H,LightGBM,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,157,E,LightGBM,6.166666666666667,6.0,0.0,0.0,6
ood_primary,n_train,157,F,LightGBM,6.833333333333333,6.0,0.0,0.0,6
ood_primary,n_train,157,G,LightGBM,7.333333333333333,7.5,0.0,0.0,6
ood_primary,n_train,157,H,LightGBM,5.833333333333333,5.0,0.0,0.0,6
ood_primary,n_train,158,E,LightGBM,7.833333333333333,7.5,0.0,0.0,12
ood_primary,n_train,158,F,LightGBM,7.583333333333333,8.0,0.0,0.0,12
ood_primary,n_train,158,G,LightGBM,7.666666666666667,8.0,0.0,0.0,9
ood_primary,n_train,158,H,LightGBM,7.5,7.0,0.0,0.0,6
ood_primary,n_train,159,E,LightGBM,8.666666666666666,9.0,0.0,0.0,3
ood_primary,n_train,159,F,LightGBM,7.166666666666667,7.5,0.0,0.0,6
ood_primary,n_train,159,G,LightGBM,7.666666666666667,8.0,0.0,0.0,6
ood_primary,n_train,160,E,LightGBM,7.0,7.0,0.0,0.0,3
ood_primary,n_train,160,G,LightGBM,6.666666666666667,8.0,0.0,0.0,3
ood_primary,n_train,161,G,LightGBM,8.0,8.0,0.0,0.0,3
ood_primary,n_train,161,H,LightGBM,5.916666666666667,6.0,0.0,0.0,12
ood_primary,n_train,162,E,LightGBM,7.0,7.0,0.0,0.0,3
ood_primary,n_train,162,F,LightGBM,8.666666666666666,9.0,0.0,0.0,9
ood_primary,n_train,162,G,LightGBM,8.066666666666666,8.0,0.0,0.0,15
ood_primary,n_train,162,H,LightGBM,6.111111111111111,6.0,0.0,0.0,9
ood_primary,n_train,163,E,LightGBM,6.888888888888889,8.0,0.0,0.0,9
ood_primary,n_train,163,F,LightGBM,8.0,8.0,0.0,0.0,9
ood_primary,n_train,163,G,LightGBM,7.555555555555555,8.0,0.0,0.1111111111111111,9
ood_primary,n_train,163,H,LightGBM,5.833333333333333,6.0,0.0,0.0,6
ood_primary,n_train,164,E,LightGBM,7.777777777777778,8.0,0.0,0.0,9
ood_primary,n_train,164,F,LightGBM,5.666666666666667,5.0,0.0,0.0,3
ood_primary,n_train,164,H,LightGBM,6.333333333333333,6.0,0.0,0.0,6
ood_primary,n_train,165,G,LightGBM,8.666666666666666,9.0,0.0,0.0,6
ood_primary,n_train,165,H,LightGBM,7.666666666666667,9.0,0.0,0.0,3
ood_primary,n_train,166,E,LightGBM,7.8,7.0,0.0,0.0,15
ood_primary,n_train,166,F,LightGBM,8.833333333333334,9.0,0.0,0.0,6
ood_primary,n_train,166,G,LightGBM,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,166,H,LightGBM,6.666666666666667,7.0,0.0,0.0,9
ood_primary,n_train,167,E,LightGBM,6.333333333333333,6.0,0.0,0.0,3
ood_primary,n_train,167,G,LightGBM,8.0,8.0,0.0,0.0,3
ood_primary,n_train,167,H,LightGBM,5.666666666666667,5.0,0.0,0.0,3
ood_primary,n_train,168,F,LightGBM,8.666666666666666,9.0,0.0,0.0,3
ood_primary,n_train,168,G,LightGBM,7.666666666666667,8.0,0.0,0.0,3
ood_primary,n_train,169,E,LightGBM,7.0,6.0,0.0,0.0,3
ood_primary,n_train,169,F,LightGBM,8.666666666666666,9.0,0.0,0.0,3
ood_primary,n_train,169,G,LightGBM,7.333333333333333,8.0,0.0,0.0,3
ood_primary,n_train,169,H,LightGBM,6.666666666666667,6.0,0.0,0.0,9
ood_primary,n_train,170,E,LightGBM,6.0,6.0,0.0,0.0,3
ood_primary,n_train,170,G,LightGBM,8.333333333333334,9.0,0.0,0.0,6
ood_primary,n_train,170,H,LightGBM,5.666666666666667,5.0,0.0,0.0,3
ood_primary,n_train,171,F,LightGBM,8.11111111111111,8.0,0.0,0.0,9
ood_primary,n_train,172,F,LightGBM,6.666666666666667,6.0,0.0,0.0,3
ood_primary,n_train,172,H,LightGBM,5.833333333333333,6.0,0.0,0.0,6
ood_primary,n_train,174,E,LightGBM,6.0,6.0,0.0,0.0,3
ood_primary,n_train,174,F,LightGBM,7.833333333333333,8.0,0.0,0.0,6
ood_primary,n_train,174,G,LightGBM,8.0,8.0,0.0,0.0,3
ood_primary,n_train,174,H,LightGBM,8.0,8.0,0.0,0.0,3
ood_primary,n_train,175,G,LightGBM,7.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,176,H,LightGBM,8.0,8.0,0.0,0.0,3
ood_primary,n_train,177,F,LightGBM,8.666666666666666,9.0,0.0,0.0,3
ood_primary,n_train,178,E,LightGBM,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,178,F,LightGBM,8.833333333333334,9.0,0.0,0.0,6
ood_primary,n_train,179,G,LightGBM,7.666666666666667,8.0,0.0,0.0,3
ood_primary,n_train,179,H,LightGBM,6.0,5.5,0.0,0.0,6
ood_primary,n_train,180,E,LightGBM,7.666666666666667,7.0,0.0,0.0,3
ood_primary,n_train,181,E,LightGBM,7.0,7.0,0.0,0.0,3
ood_primary,n_train,182,F,LightGBM,8.0,8.0,0.0,0.0,3
ood_primary,n_train,182,G,LightGBM,7.0,7.0,0.0,0.0,3
ood_primary,n_train,182,H,LightGBM,7.666666666666667,8.0,0.0,0.0,3
ood_primary,n_train,185,G,LightGBM,8.666666666666666,9.0,0.0,0.0,3
ood_primary,n_train,186,E,LightGBM,6.0,6.0,0.0,0.0,3
ood_primary,n_train,189,G,LightGBM,7.0,7.0,0.0,0.0,3
ood_primary,noise_features,0,E,LinearRegression,1.6933333333333334,2.0,0.42,1.0,150
ood_primary,noise_features,0,F,LinearRegression,2.433333333333333,2.0,0.12,0.8866666666666667,150
ood_primary,noise_features,0,G,LinearRegression,4.213333333333333,4.0,0.02666666666666667,0.3933333333333333,150
ood_primary,noise_features,0,H,LinearRegression,1.68,2.0,0.46,1.0,150
ood_primary,n_train,131,G,LinearRegression,3.8333333333333335,3.0,0.0,0.6666666666666666,6
ood_primary,n_train,134,E,LinearRegression,2.0,2.0,0.3333333333333333,1.0,3
ood_primary,n_train,134,F,LinearRegression,2.6666666666666665,2.0,0.0,0.6666666666666666,3
ood_primary,n_train,137,F,LinearRegression,1.0,1.0,1.0,1.0,3
ood_primary,n_train,137,H,LinearRegression,1.6666666666666667,2.0,0.3333333333333333,1.0,3
ood_primary,n_train,138,E,LinearRegression,2.3333333333333335,2.0,0.0,1.0,6
ood_primary,n_train,139,H,LinearRegression,1.0,1.0,1.0,1.0,3
ood_primary,n_train,140,G,LinearRegression,3.3333333333333335,3.0,0.0,0.6666666666666666,3
ood_primary,n_train,142,F,LinearRegression,2.3333333333333335,2.0,0.0,1.0,3
ood_primary,n_train,142,G,LinearRegression,2.3333333333333335,2.0,0.3333333333333333,0.6666666666666666,3
ood_primary,n_train,142,H,LinearRegression,2.0,2.0,0.16666666666666666,1.0,6
ood_primary,n_train,143,E,LinearRegression,2.3333333333333335,2.0,0.0,1.0,3
ood_primary,n_train,143,G,LinearRegression,4.666666666666667,5.0,0.0,0.0,3
ood_primary,n_train,144,G,LinearRegression,6.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,145,F,LinearRegression,2.3333333333333335,2.0,0.0,1.0,3
ood_primary,n_train,145,G,LinearRegression,5.0,6.0,0.0,0.3333333333333333,3
ood_primary,n_train,145,H,LinearRegression,2.0,2.0,0.3333333333333333,1.0,3
ood_primary,n_train,146,E,LinearRegression,1.3333333333333333,1.0,0.6666666666666666,1.0,6
ood_primary,n_train,146,F,LinearRegression,2.6666666666666665,2.0,0.0,0.6666666666666666,3
ood_primary,n_train,146,H,LinearRegression,2.3333333333333335,2.0,0.0,1.0,3
ood_primary,n_train,147,E,LinearRegression,1.1666666666666667,1.0,0.8333333333333334,1.0,6
ood_primary,n_train,147,F,LinearRegression,3.3333333333333335,3.0,0.0,0.6666666666666666,3
ood_primary,n_train,147,G,LinearRegression,3.0,3.0,0.0,1.0,3
ood_primary,n_train,148,E,LinearRegression,2.3333333333333335,2.0,0.0,1.0,3
ood_primary,n_train,148,G,LinearRegression,6.333333333333333,7.0,0.0,0.0,3
ood_primary,n_train,148,H,LinearRegression,1.0,1.0,1.0,1.0,6
ood_primary,n_train,149,E,LinearRegression,1.0,1.0,1.0,1.0,3
ood_primary,n_train,149,F,LinearRegression,1.3333333333333333,1.0,0.6666666666666666,1.0,3
ood_primary,n_train,149,G,LinearRegression,3.0,3.0,0.0,1.0,3
ood_primary,n_train,150,E,LinearRegression,1.75,2.0,0.4166666666666667,1.0,12
ood_primary,n_train,150,F,LinearRegression,2.6666666666666665,2.0,0.06666666666666667,0.8,15
ood_primary,n_train,151,F,LinearRegression,4.555555555555555,6.0,0.0,0.4444444444444444,9
ood_primary,n_train,151,H,LinearRegression,1.8333333333333333,2.0,0.3333333333333333,1.0,6
ood_primary,n_train,152,G,LinearRegression,5.333333333333333,6.0,0.0,0.0,3
ood_primary,n_train,152,H,LinearRegression,1.5,1.5,0.5,1.0,6
ood_primary,n_train,153,E,LinearRegression,1.5555555555555556,1.0,0.5555555555555556,1.0,9
ood_primary,n_train,153,F,LinearRegression,2.0,2.0,0.0,1.0,3
ood_primary,n_train,153,G,LinearRegression,4.166666666666667,5.0,0.0,0.3333333333333333,6
ood_primary,n_train,153,H,LinearRegression,1.3333333333333333,1.0,0.6666666666666666,1.0,6
ood_primary,n_train,154,E,LinearRegression,1.0,1.0,1.0,1.0,6
ood_primary,n_train,154,F,LinearRegression,2.3333333333333335,2.0,0.0,1.0,3
ood_primary,n_train,154,G,LinearRegression,5.333333333333333,5.5,0.0,0.16666666666666666,6
ood_primary,n_train,154,H,LinearRegression,1.0,1.0,1.0,1.0,6
ood_primary,n_train,155,E,LinearRegression,1.3333333333333333,1.0,0.6666666666666666,1.0,3
ood_primary,n_train,155,F,LinearRegression,2.1666666666666665,2.0,0.16666666666666666,1.0,6
ood_primary,n_train,155,G,LinearRegression,4.5,4.0,0.0,0.25,12
ood_primary,n_train,155,H,LinearRegression,1.8333333333333333,2.0,0.3333333333333333,1.0,6
ood_primary,n_train,156,E,LinearRegression,1.8333333333333333,2.0,0.16666666666666666,1.0,6
ood_primary,n_train,156,F,LinearRegression,3.3333333333333335,3.5,0.0,0.5,6
ood_primary,n_train,156,H,LinearRegression,1.0,1.0,1.0,1.0,3
ood_primary,n_train,157,E,LinearRegression,1.3333333333333333,1.0,0.6666666666666666,1.0,6
ood_primary,n_train,157,F,LinearRegression,1.5,1.5,0.5,1.0,6
ood_primary,n_train,157,G,LinearRegression,3.1666666666666665,2.5,0.16666666666666666,0.6666666666666666,6
ood_primary,n_train,157,H,LinearRegression,2.1666666666666665,2.5,0.3333333333333333,1.0,6
ood_primary,n_train,158,E,LinearRegression,1.5,1.5,0.5,1.0,12
ood_primary,n_train,158,F,LinearRegression,2.0833333333333335,2.0,0.0,1.0,12
ood_primary,n_train,158,G,LinearRegression,4.666666666666667,5.0,0.0,0.1111111111111111,9
ood_primary,n_train,158,H,LinearRegression,2.0,2.0,0.5,1.0,6
ood_primary,n_train,159,E,LinearRegression,2.6666666666666665,3.0,0.0,1.0,3
ood_primary,n_train,159,F,LinearRegression,2.0,2.0,0.16666666666666666,1.0,6
ood_primary,n_train,159,G,LinearRegression,3.8333333333333335,4.0,0.16666666666666666,0.5,6
ood_primary,n_train,160,E,LinearRegression,1.3333333333333333,1.0,0.6666666666666666,1.0,3
ood_primary,n_train,160,G,LinearRegression,5.333333333333333,5.0,0.0,0.0,3
ood_primary,n_train,161,G,LinearRegression,6.333333333333333,6.0,0.0,0.0,3
ood_primary,n_train,161,H,LinearRegression,2.0,2.0,0.16666666666666666,1.0,12
ood_primary,n_train,162,E,LinearRegression,2.0,2.0,0.0,1.0,3
ood_primary,n_train,162,F,LinearRegression,2.3333333333333335,2.0,0.0,1.0,9
ood_primary,n_train,162,G,LinearRegression,4.266666666666667,4.0,0.0,0.4666666666666667,15
ood_primary,n_train,162,H,LinearRegression,1.5555555555555556,1.0,0.5555555555555556,1.0,9
ood_primary,n_train,163,E,LinearRegression,1.7777777777777777,2.0,0.2222222222222222,1.0,9
ood_primary,n_train,163,F,LinearRegression,1.7777777777777777,2.0,0.4444444444444444,1.0,9
ood_primary,n_train,163,G,LinearRegression,3.6666666666666665,3.0,0.0,0.5555555555555556,9
ood_primary,n_train,163,H,LinearRegression,1.3333333333333333,1.0,0.8333333333333334,1.0,6
ood_primary,n_train,164,E,LinearRegression,1.6666666666666667,2.0,0.4444444444444444,1.0,9
ood_primary,n_train,164,F,LinearRegression,2.0,2.0,0.0,1.0,3
ood_primary,n_train,164,H,LinearRegression,1.6666666666666667,2.0,0.3333333333333333,1.0,6
ood_primary,n_train,165,G,LinearRegression,4.666666666666667,4.0,0.0,0.16666666666666666,6
ood_primary,n_train,165,H,LinearRegression,1.0,1.0,1.0,1.0,3
ood_primary,n_train,166,E,LinearRegression,1.9333333333333333,2.0,0.3333333333333333,1.0,15
ood_primary,n_train,166,F,LinearRegression,2.5,2.5,0.0,1.0,6
ood_primary,n_train,166,G,LinearRegression,3.0,3.0,0.0,1.0,3
ood_primary,n_train,166,H,LinearRegression,1.4444444444444444,1.0,0.5555555555555556,1.0,9
ood_primary,n_train,167,E,LinearRegression,1.6666666666666667,2.0,0.3333333333333333,1.0,3
ood_primary,n_train,167,G,LinearRegression,6.333333333333333,6.0,0.0,0.0,3
ood_primary,n_train,167,H,LinearRegression,2.0,2.0,0.0,1.0,3
ood_primary,n_train,168,F,LinearRegression,2.0,2.0,0.0,1.0,3
ood_primary,n_train,168,G,LinearRegression,2.6666666666666665,2.0,0.0,0.6666666666666666,3
ood_primary,n_train,169,E,LinearRegression,1.3333333333333333,1.0,0.6666666666666666,1.0,3
ood_primary,n_train,169,F,LinearRegression,2.0,2.0,0.0,1.0,3
ood_primary,n_train,169,G,LinearRegression,3.6666666666666665,4.0,0.0,0.3333333333333333,3
ood_primary,n_train,169,H,LinearRegression,1.8888888888888888,2.0,0.3333333333333333,1.0,9
ood_primary,n_train,170,E,LinearRegression,1.3333333333333333,1.0,0.6666666666666666,1.0,3
ood_primary,n_train,170,G,LinearRegression,3.1666666666666665,3.0,0.0,0.6666666666666666,6
ood_primary,n_train,170,H,LinearRegression,2.0,2.0,0.3333333333333333,1.0,3
ood_primary,n_train,171,F,LinearRegression,2.6666666666666665,3.0,0.1111111111111111,0.7777777777777778,9
ood_primary,n_train,172,F,LinearRegression,1.6666666666666667,1.0,0.6666666666666666,1.0,3
ood_primary,n_train,172,H,LinearRegression,1.8333333333333333,2.0,0.3333333333333333,1.0,6
ood_primary,n_train,174,E,LinearRegression,1.3333333333333333,1.0,0.6666666666666666,1.0,3
ood_primary,n_train,174,F,LinearRegression,2.5,2.5,0.0,1.0,6
ood_primary,n_train,174,G,LinearRegression,2.3333333333333335,3.0,0.3333333333333333,1.0,3
ood_primary,n_train,174,H,LinearRegression,1.6666666666666667,2.0,0.3333333333333333,1.0,3
ood_primary,n_train,175,G,LinearRegression,4.333333333333333,4.0,0.0,0.0,3
ood_primary,n_train,176,H,LinearRegression,1.6666666666666667,2.0,0.3333333333333333,1.0,3
ood_primary,n_train,177,F,LinearRegression,2.6666666666666665,2.0,0.0,0.6666666666666666,3
ood_primary,n_train,178,E,LinearRegression,2.3333333333333335,2.0,0.0,1.0,3
ood_primary,n_train,178,F,LinearRegression,2.5,2.5,0.0,1.0,6
ood_primary,n_train,179,G,LinearRegression,5.333333333333333,5.0,0.0,0.0,3
ood_primary,n_train,179,H,LinearRegression,1.8333333333333333,2.0,0.3333333333333333,1.0,6
ood_primary,n_train,180,E,LinearRegression,2.3333333333333335,2.0,0.0,1.0,3
ood_primary,n_train,181,E,LinearRegression,1.6666666666666667,2.0,0.3333333333333333,1.0,3
ood_primary,n_train,182,F,LinearRegression,2.6666666666666665,3.0,0.0,1.0,3
ood_primary,n_train,182,G,LinearRegression,5.0,5.0,0.0,0.0,3
ood_primary,n_train,182,H,LinearRegression,2.3333333333333335,2.0,0.0,1.0,3
ood_primary,n_train,185,G,LinearRegression,3.6666666666666665,4.0,0.0,0.3333333333333333,3
ood_primary,n_train,186,E,LinearRegression,2.0,2.0,0.0,1.0,3
ood_primary,n_train,189,G,LinearRegression,2.6666666666666665,3.0,0.0,1.0,3
ood_primary,noise_features,0,E,MLP,4.72,4.0,0.0,0.0,150
ood_primary,noise_features,0,F,MLP,9.473333333333333,10.0,0.0,0.0,150
ood_primary,noise_features,0,G,MLP,9.52,10.0,0.0,0.0,150
ood_primary,noise_features,0,H,MLP,4.74,4.0,0.0,0.0,150
ood_primary,n_train,131,G,MLP,9.666666666666666,10.0,0.0,0.0,6
ood_primary,n_train,134,E,MLP,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,134,F,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,137,F,MLP,7.333333333333333,8.0,0.0,0.0,3
ood_primary,n_train,137,H,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,138,E,MLP,4.0,4.0,0.0,0.0,6
ood_primary,n_train,139,H,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,140,G,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,142,F,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,142,G,MLP,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,142,H,MLP,4.0,4.0,0.0,0.0,6
ood_primary,n_train,143,E,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,143,G,MLP,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,144,G,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,145,F,MLP,9.333333333333334,10.0,0.0,0.0,3
ood_primary,n_train,145,G,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,145,H,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,146,E,MLP,4.166666666666667,4.0,0.0,0.0,6
ood_primary,n_train,146,F,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,146,H,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,147,E,MLP,4.166666666666667,4.0,0.0,0.0,6
ood_primary,n_train,147,F,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,147,G,MLP,9.333333333333334,9.0,0.0,0.0,3
ood_primary,n_train,148,E,MLP,4.666666666666667,4.0,0.0,0.0,3
ood_primary,n_train,148,G,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,148,H,MLP,4.0,4.0,0.0,0.0,6
ood_primary,n_train,149,E,MLP,4.0,4.0,0.0,0.0,3
ood_primary,n_train,149,F,MLP,10.0,10.0,0.0,0.0,3
ood_primary,n_train,149,G,MLP,9.666666666666666,10.0,0.0,0.0,3
ood_primary,n_train,150,E,MLP,5.5,4.0,0.0,0.0,12
ood_primary,n_train,150,F,MLP,9.466666666666667,10.0,0.0,0.0,15
ood_primary,n_train,151,F,MLP,10.0,10.0,0.0,0.0,9
